Day,Hour,Condition,Temperature,Wind,Relative_hum,Pressure
Monday 7 August 2023,15:30,Clear,34°,11,20%,1018 hPa
Monday 7 August 2023,16:00,Clear,35°,7,20%,1017 hPa
Monday 7 August 2023,16:30,Clear,35°,11,19%,1017 hPa
Monday 7 August 2023,17:00,Clear,36°,9,17%,1017 hPa
Monday 7 August 2023,17:30,Clear,37°,9,17%,1017 hPa
Monday 7 August 2023,18:00,Clear,36°,4,17%,1016 hPa
Monday 7 August 2023,18:30,Clear,37°,6,16%,1016 hPa
Monday 7 August 2023,19:00,Clear,37°,6,16%,1016 hPa
Monday 7 August 2023,19:30,Clear,36°,9,17%,1016 hPa
Monday 7 August 2023,20:00,Clear,37°,6,16%,1015 hPa
Monday 7 August 2023,20:30,Clear,36°,6,16%,1016 hPa
Monday 7 August 2023,21:00,Clear,35°,2,18%,1016 hPa
Monday 7 August 2023,21:30,Clear,33°,4,20%,1016 hPa
Monday 7 August 2023,22:00,Clear,32°,6,21%,1016 hPa
Monday 7 August 2023,22:30,Clear,32°,4,21%,1016 hPa
Monday 7 August 2023,23:00,Clear,31°,2,24%,1016 hPa
Monday 7 August 2023,23:30,Clear,29°,2,27%,1016 hPa
Tuesday 8 August 2023,00:00,Clear,28°,6,28%,1016 hPa
Tuesday 8 August 2023,00:30,Clear,28°,13,28%,1016 hPa
Tuesday 8 August 2023,01:00,Clear,27°,7,30%,1016 hPa
Tuesday 8 August 2023,01:30,Clear,27°,9,26%,1016 hPa
Tuesday 8 August 2023,02:00,Clear,26°,7,32%,1017 hPa
Tuesday 8 August 2023,02:30,Clear,25°,2,32%,1017 hPa
Tuesday 8 August 2023,03:00,Clear,25°,4,34%,1017 hPa
Tuesday 8 August 2023,03:30,Clear,25°,4,32%,1017 hPa
Tuesday 8 August 2023,04:00,Clear,25°,6,32%,1017 hPa
Tuesday 8 August 2023,04:30,Clear,24°,6,31%,1017 hPa
Tuesday 8 August 2023,05:00,Clear,23°,2,33%,1017 hPa
Tuesday 8 August 2023,05:30,Clear,22°,Calm,35%,1018 hPa
